Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,EnergyLiveness,most_playedon
Abhijeet,Ole Ole 2.0,Jawaani Jaaneman (Original Motion Picture Soundtrack),single,0.728,0.961,-2.442,0.0572,0.0828,0.000548,0.0532,0.921,133.001,2.40905,"Full Video: OLE OLE 2.0 - Jawaani Jaaneman | Saif Ali Khan, Tabu, Alaya F | Tanishk, Amit Mishra",Tips Official,44335282,281870,2856,TRUE,TRUE,9100060,18.06390977,Youtube
Sheila On 7,Dan...,Sheila On 7,album,0.658,0.539,-12.051,0.026,0.156,0.0106,0.106,0.536,125.041,4.811783333,Sheila on 7 - Dan,Sony Music Entertainment Indonesia,91585839,273218,23038,TRUE,TRUE,102205993,5.08490566,Spotify
Sheila On 7,Seberapa Pantas,07 Des,album,0.425,0.889,-5.7,0.0802,0.065,0,0.345,0.644,162.596,4.02155,Sheila On 7 - Seberapa Pantas,Sony Music Entertainment Indonesia,33800406,113817,8001,TRUE,TRUE,63900303,2.576811594,Spotify
Sheila On 7,Hari Bersamanya,Berlayar,album,0.63,0.68,-4.556,0.0294,0.312,0,0.194,0.792,119.984,3.87845,Sheila On 7 - Hari Bersamanya (Video Clip),sheilaon7VEVO,44606191,125772,7657,TRUE,TRUE,27546852,3.505154639,Youtube
Sheila On 7,Anugerah Terindah Yang Pernah Kumiliki,Sheila On 7,album,0.548,0.399,-13.183,0.0359,0.0127,0.0487,0.103,0.351,143.96,4.467333333,Sheila On 7 - Anugerah Terindah Yang Pernah Kumiliki,Sony Music Entertainment Indonesia,16532868,47757,4071,TRUE,TRUE,45101248,3.873786408,Spotify
Sheila On 7,Sebuah Kisah Klasik,Kisah Klasik Untuk Masa Depan,album,0.635,0.674,-9.089,0.0341,0.0575,0.00029,0.132,0.461,117.996,4.03955,Sheila On 7 - Sebuah Kisah Klasik,Sony Music Entertainment Indonesia,14402704,66758,6001,TRUE,TRUE,29633239,5.106060606,Spotify
Sheila On 7,Film Favorit,Film Favorit,single,0.525,0.801,-4.74,0.0357,0.00548,0.00015,0.107,0.628,179.934,3.725,Sheila on 7 - Film Favorit [Official Music Video],Sheila on 7 Tv,27588837,142598,10047,TRUE,TRUE,47581462,7.485981308,Spotify
Sheila On 7,Mudah Saja,Menentukan Arah,album,0.592,0.472,-6.775,0.0245,0.665,1.23E-06,0.332,0.288,79.973,3.563783333,Sheila On 7 - Mudah Saja (Video Clip),sheilaon7VEVO,12977643,43685,3652,TRUE,TRUE,15087632,1.421686747,Spotify
Sheila On 7,Kita,Sheila On 7,album,0.687,0.616,-11.654,0.0297,0.15,0.00033,0.374,0.837,123.015,4.611116667,Sheila On 7 - Kita,Sony Music Entertainment Indonesia,12997244,52820,6441,TRUE,TRUE,20657437,1.647058824,Spotify
Sheila On 7,Yang Terlewatkan,Menentukan Arah,album,0.552,0.577,-7.29,0.024,0.244,1.89E-05,0.242,0.434,145.956,4.170666667,Sheila On 7 - Yang Terlewatkan (Video Clip),sheilaon7VEVO,42045075,92087,9433,TRUE,TRUE,23069573,2.384297521,Youtube
Sheila On 7,Sephia,Kisah Klasik Untuk Masa Depan,album,0.396,0.527,-8.658,0.0435,0.371,0.000306,0.166,0.165,185.807,4.925333333,Sheila On 7 - Sephia,Sony Music Entertainment Indonesia,26353588,112740,10032,TRUE,TRUE,31219605,3.174698795,Spotify
Kavita Krishnamurthy,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,0.59,0.875,-5.294,0.171,0.45,1.16E-05,0.164,0.737,96.915,6.802216667,"Bole Chudiyan Full Video - K3G|Amitabh, Shah Rukh, Kajol, Kareena, Hrithik|Udit Narayan",SonyMusicIndiaVEVO,763524771,3554382,116387,TRUE,TRUE,42519818,5.335365854,Youtube
Kavita Krishnamurthy,Woh Ladki Hai Kahan,Dil Chahta Hai,album,0.786,0.677,-8.624,0.183,0.172,0.000104,0.0446,0.858,94.985,5.102216667,"Full Video: Wo Ladki Hai Kahan | Dil Chahta Hai | Saif Ali Khan, Sonali Kulkarni",T-Series,21518763,166249,4082,TRUE,TRUE,20434175,15.1793722,Youtube
Kavita Krishnamurthy,Koi Mil Gaya,Kuch Kuch Hota Hai,album,0.7,0.687,-9.292,0.0504,0.503,1.20E-05,0.057,0.815,136.028,7.294883333,"Koi Mil Gaya Full Video - Kuch Kuch Hota Hai|Shah Rukh Khan,Kajol, Rani|Udit Narayan",SonyMusicIndiaVEVO,101646038,559585,17907,TRUE,TRUE,20874234,12.05263158,Youtube
Kavita Krishnamurthy,Kaattrae En Vaasal (Wind) (From "Rhythm"),The Music of Madras - A. R. Rahman Hits,album,0.613,0.395,-14.281,0.0392,0.208,0.000665,0.189,0.455,172.014,6.309333333,"Katre En Vaasal Vandhai Video Song | Rhythm | Arjun, Jyothika | A. R. Rahman",Rajshri Tamil,31528649,99688,3881,TRUE,TRUE,12942081,2.08994709,Youtube
Kavita Krishnamurthy,Tip Tip Barsa Paani - Hip Hop Remix,Tip Tip Barsa Paani - Hip Hop Remix,single,0.708,0.897,-4.083,0.102,0.0683,0.394,0.137,0.936,103.163,4.225333333,Tip Tip Barsa Paani - Hip Hop Remix,Udit Narayan - Topic,4355609,29421,15,TRUE,TRUE,6319655,6.547445255,Spotify
Kavita Krishnamurthy,Bin Tere Sanam (From "Yaara Dildara"),My Best Collection - Udit Narayan,compilation,0.627,0.838,-8.168,0.0406,0.22,8.99E-06,0.122,0.728,138.856,6.509333333,"Bin Tere Sanam | Full Video Song | Yaara Dildara | Asif, Ruchika |",Ishtar Music,68063660,449836,15942,TRUE,TRUE,10182276,6.868852459,Youtube
Kavita Krishnamurthy,Meri Duniya Hai,Vaastav: The Reality,album,0.634,0.54,-10.506,0.0297,0.491,5.53E-05,0.115,0.81,121.061,4.635116667,"Meri Duniya Hai Lyrical Video | Vaastav - The Reality | Sonu Nigam, Kavita Krishnamurthy",Bollywood Classics,40193796,220874,6438,TRUE,TRUE,7840882,4.695652174,Youtube
Kavita Krishnamurthy,Neend Churayee Meri,Ishq (Original Motion Picture Soundtrack),album,0.774,0.934,-6.422,0.0516,0.118,0.00284,0.0897,0.882,105.968,5.778666667,Neend Churayee Meri | ISHQ | Aamir K | Ajay D | Juhi C | Kajol | Indra Kumar | Remastered HD,Iftekhar Hridoy,147,7,4,FALSE,FALSE,11887824,10.41248606,Spotify
Kavita Krishnamurthy,Tu Cheez Badi Hain (From "Mohra"),My Best Collection - Udit Narayan,compilation,0.692,0.875,-7.381,0.0571,0.545,5.78E-05,0.326,0.787,84.575,6.430883333,Tu Cheez Badi Hai Mast Mast --- *Mohra (HD Song) *,princefaisaljaved,33280216,222910,0,FALSE,FALSE,10511450,2.68404908,Youtube
Kavita Krishnamurthy,"Jooma Chumma De De, Pt. 3",Hum (Original Motion Picture Soundtrack),album,0.554,0.824,-8.161,0.0857,0.523,1.63E-06,0.478,0.557,113.295,8.3912,"Jumma Chumma De De | Kavita Krishnamurthy, Sudesh Bhosle | Hum Songs | Amitabh Bachchan, Kimi Katkar",NH Studioz,57941376,277673,6824,TRUE,TRUE,5566436,1.723849372,Youtube
Jatin-Lalit,Chand Sifarish,Fanaa,album,0.829,0.665,-8.128,0.0868,0.242,1.75E-05,0.123,0.861,122.043,4.59885,"Chand Sifarish | Full Song | Fanaa | Aamir Khan, Kajol | Shaan, Kailash Kher | Jatin-Lalit | Prasoon",YRF,446535927,2497499,68157,TRUE,TRUE,66931625,5.406504065,Youtube
Jatin-Lalit,Mere Haath Mein,Fanaa,album,0.554,0.606,-12.312,0.0722,0.578,0.000183,0.11,0.584,93.922,4.7643,"Mere Haath Mein | Full Song | Fanaa | Aamir Khan, Kajol | Sonu Nigam, Sunidhi Chauhan | Jatin-Lalit",YRF,100186838,712576,17000,TRUE,TRUE,28369423,5.509090909,Youtube
Jatin-Lalit,Bole Chudiyan,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,0.59,0.875,-5.294,0.171,0.45,1.16E-05,0.164,0.737,96.915,6.802216667,"Bole Chudiyan Full Video - K3G|Amitabh, Shah Rukh, Kajol, Kareena, Hrithik|Udit Narayan",SonyMusicIndiaVEVO,763524771,3554382,116387,TRUE,TRUE,42519818,5.335365854,Youtube
Jatin-Lalit,Kuch Kuch Hota Hai,Kuch Kuch Hota Hai,album,0.547,0.554,-11.165,0.0374,0.602,0.000155,0.0735,0.848,91.386,4.96445,"Kuch Kuch Hota Hai Lyric Video - Title Track|Shahrukh Khan,Kajol,Rani Mukerji|Alka Yagnik",SonyMusicIndiaVEVO,248609552,958292,43351,TRUE,TRUE,34017431,7.537414966,Youtube
Jatin-Lalit,Aankhein Khuli,Mohabbatein,album,0.792,0.635,-13.94,0.0863,0.349,5.92E-06,0.324,0.648,122.004,7.045216667,"Aankhein Khuli Song | Mohabbatein | Shah Rukh Khan, Aishwarya Rai | Lata Mangeshkar, Udit Narayan",YRF,287993512,1406344,30074,TRUE,TRUE,17643599,1.959876543,Youtube
Jatin-Lalit,Ae Kash Ke Hum,Kabhi Haan Kabhi Naa (Original Motion Picture Soundtrack),album,0.364,0.687,-7.967,0.0571,0.656,0,0.175,0.663,161.008,5.173783333,"Ae Kash Ke Hum Full Video - Kabhi Haan Kabhi Naa|Shah Rukh Khan,Suchitra|Kumar Sanu",SonyMusicIndiaVEVO,67586332,351217,13841,TRUE,TRUE,16546876,3.925714286,Youtube
Jatin-Lalit,Hum Tum,Hum Tum,album,0.465,0.682,-8.124,0.0512,0.381,0.00041,0.0801,0.583,164.01,5.487016667,"Hum Tum Song | Saif Ali Khan, Rani Mukerji | Alka Yagnik, Babul Supriyo | Jatin-Lalit, Prasoon Joshi",YRF,34162741,234241,5445,TRUE,TRUE,13050825,8.514357054,Youtube
Jatin-Lalit,Yeh Ladka Hai Allah,Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),album,0.645,0.908,-4.682,0.0997,0.421,1.60E-06,0.381,0.877,104.233,5.453783333,Yeh Ladka Hai Allah Full Video - K3G|Shah Rukh Khan|Kajol|Udit Narayan|Alka Yagnik,SonyMusicIndiaVEVO,283786333,1201201,28815,TRUE,TRUE,22324193,2.3832021,Youtube
Jatin-Lalit,Yeh Teri Aankhen Jhuki Jhuki,Fareb,album,0.723,0.73,-8.765,0.108,0.69,9.78E-06,0.406,0.924,90.088,3.34585,Yeh Teri Aankhen Jhuki Jhuki - Fareb | Abhijeet | Faraaz Khan & Suman Ranganathan,Zee Music Classic,76553627,294662,9084,TRUE,TRUE,4570837,1.798029557,Youtube
Jatin-Lalit,Humko Humise Chura Lo,Mohabbatein,album,0.548,0.506,-13.684,0.0495,0.492,0.000442,0.189,0.641,85.628,7.88375,"Humko Humise Chura Lo Song | Mohabbatein | Shah Rukh Khan, Aishwarya Rai | Lata Mangeshkar, Udit N",YRF,260569462,1122126,30650,TRUE,TRUE,12607278,2.677248677,Youtube
Jamiroquai,Virtual Insanity - Remastered,High Times: Singles 1992-2006,compilation,0.662,0.949,-4.758,0.108,0.128,0,0.135,0.516,91.954,3.822666667,Jamiroquai - Virtual Insanity (Official 4K Video),JamiroquaiVEVO,10562978,182971,6096,TRUE,TRUE,187913246,7.02962963,Spotify
Jamiroquai,Cosmic Girl - Remastered,Travelling Without Moving (Remastered),album,0.633,0.921,-7.719,0.0495,0.0261,0.00102,0.309,0.925,119.865,4.069116667,Jamiroquai - Cosmic Girl (Video),JamiroquaiVEVO,72271496,296506,7648,TRUE,TRUE,97289224,2.980582524,Spotify
Jamiroquai,Little L,A funk odyssey,album,0.878,0.724,-5.373,0.129,0.168,0.0116,0.133,0.904,121.906,4.923333333,Jamiroquai - Little L (Official 4K Video),JamiroquaiVEVO,188870,8165,458,TRUE,TRUE,93938500,5.443609023,Spotify
Jamiroquai,Canned Heat,Synkronized,album,0.7,0.865,-5.827,0.133,0.0136,7.71E-05,0.0718,0.78,128.043,5.529333333,Jamiroquai - Canned Heat,JamiroquaiVEVO,35182652,196980,7278,TRUE,TRUE,82609296,12.04735376,Spotify
Jamiroquai,You Give Me Something,A funk odyssey,album,0.639,0.69,-10.047,0.264,0.0265,0.000551,0.146,0.579,119.63,3.326666667,Jamiroquai - You Give Me Something (Official 4K Video),JamiroquaiVEVO,160709,6507,324,TRUE,TRUE,58337756,4.726027397,Spotify
Jamiroquai,Seven Days in Sunny June,Dynamite,album,0.707,0.797,-7.143,0.0435,0.2,0,0.302,0.633,105.395,3.96445,Jamiroquai - Seven Days In Sunny June,JamiroquaiVEVO,37851192,143870,6628,TRUE,TRUE,62482268,2.639072848,Spotify
Jamiroquai,Love Foolosophy - Radio Edit,A funk odyssey,album,0.799,0.69,-4.998,0.0749,0.0119,2.87E-05,0.133,0.896,129.297,3.74155,Jamiroquai - Love Foolosophy (Radio Edit - Official 4K Video),JamiroquaiVEVO,916801,17915,700,TRUE,TRUE,47698986,5.187969925,Spotify
Jamiroquai,Alright - Remastered,Travelling Without Moving (Remastered),album,0.815,0.875,-7.822,0.0598,0.174,0.048,0.136,0.733,105.805,4.398666667,Jamiroquai - Alright (Video),JamiroquaiVEVO,23816855,93027,2911,TRUE,TRUE,18697202,6.433823529,Youtube
Jamiroquai,Space Cowboy,The Return of the Space Cowboy (Remastered),album,0.65,0.741,-8.368,0.118,0.155,0.404,0.175,0.751,110.179,6.44955,Jamiroquai - Space Cowboy,JamiroquaiVEVO,27426359,136029,5141,TRUE,TRUE,25416034,4.234285714,Youtube
Jamiroquai,Virtual Insanity - Remastered,Travelling Without Moving (Remastered),album,0.618,0.893,-6.475,0.109,0.171,3.17E-05,0.285,0.515,91.972,5.681783333,Jamiroquai - Virtual Insanity (Official 4K Video),JamiroquaiVEVO,10562978,182971,6096,TRUE,TRUE,40578708,3.133333333,Spotify
El Cuarteto De Nos,Lo malo de ser bueno,Porfiado,album,0.687,0.851,-3.413,0.0409,0.0977,0,0.0785,0.637,94.963,4.035333333,Lo malo de ser bueno - CUARTETO DE NOS - Videoclip,Mariano Romano,147866,5098,108,FALSE,FALSE,66682926,10.84076433,Spotify
El Cuarteto De Nos,Enamorado tuyo,Porfiado,album,0.611,0.826,-3.906,0.0234,0.00239,0.000224,0.182,0.666,95.995,4.328,Enamorado tuyo,El Cuarteto de Nos - Topic,17058314,167360,1205,TRUE,TRUE,33099931,4.538461538,Spotify
El Cuarteto De Nos,Ya No Sé Que Hacer Conmigo,Raro,album,0.676,0.785,-5.39,0.0293,0.119,0,0.134,0.502,102.046,4.025016667,Ya no sé qué hacer conmigo,Cuarteto de Nos,92490753,648734,17806,FALSE,FALSE,40879593,5.858208955,Youtube
El Cuarteto De Nos,El hijo de Hernández,Bipolar,album,0.73,0.866,-2.693,0.0263,0.0151,0,0.249,0.824,113.004,3.988216667,El hijo de Hernández,Cuarteto de Nos,26308340,199531,6954,FALSE,FALSE,26614161,3.477911647,Spotify
El Cuarteto De Nos,Yendo a la Casa de Damián,Raro,album,0.661,0.75,-5.816,0.0402,0.0614,0,0.267,0.524,105.984,4.2351,Cuarteto de Nos   Yendo a la casa de Damián Video Oficial HD,daniel chirinos,253656,5591,269,FALSE,FALSE,30016860,2.808988764,Spotify
El Cuarteto De Nos,Algo mejor que hacer,Porfiado,album,0.463,0.862,-3.002,0.0391,0.0572,0,0.0722,0.551,163.018,3.352216667,Algo mejor que hacer,El Cuarteto de Nos - Topic,6095670,91536,495,TRUE,TRUE,11591899,11.93905817,Spotify
El Cuarteto De Nos,No llora,Habla Tu Espejo,album,0.616,0.766,-6.59,0.0382,0.0776,0,0.361,0.373,83.965,4.330666667,EL CUARTETO DE NOS – NO LLORA (VIDEOCLIP OFICIAL),Cuarteto de Nos,22932644,210051,6592,FALSE,FALSE,45335206,2.121883657,Spotify
El Cuarteto De Nos,Invierno del 92,Raro,album,0.601,0.882,-5.191,0.0262,0.011,0,0.0963,0.696,105.022,4.0092,Cuarteto de Nos - Invierno del 92 (Video Lyrics Letra) HD,Ulises Shhh,5400817,46237,1443,FALSE,FALSE,18754267,9.158878505,Spotify
El Cuarteto De Nos,Cómo pasa el tiempo,Habla Tu Espejo,album,0.648,0.792,-6.058,0.035,0.0657,5.31E-06,0.0788,0.935,159.968,4.347783333,Como pasa el tiempo | El Cuarteto de Nos (VIDEOCLIP),marcohanks,3138018,61112,1352,FALSE,FALSE,19047857,10.05076142,Spotify
El Cuarteto De Nos,Así Soy Yo,Raro,album,0.557,0.691,-5.957,0.0365,0.0341,0,0.0942,0.751,149.993,3.7585,Así Soy Yo,El Cuarteto de Nos - Topic,6397396,71729,119,TRUE,TRUE,12060477,7.335456476,Spotify
Placebo,Every You Every Me,Without You I'm Nothing,album,0.478,0.923,-7.547,0.0569,2.70E-05,0.719,0.325,0.165,133.135,3.563333333,Placebo - Every You Every Me (Official Music Video),PLACEBO,53078513,255870,7332,TRUE,TRUE,0,2.84,Youtube
Placebo,Running Up That Hill,Covers,album,0.45,0.357,-13.691,0.0338,0.268,0.519,0.0944,0.0838,179.935,4.955333333,Placebo - Running Up That Hill (A Deal With God) (Cover) Official Music Video,PLACEBO,15126585,118541,5305,FALSE,FALSE,114326693,3.781779661,Spotify
Placebo,The Bitter End,Sleeping With Ghosts,album,0.328,0.904,-5.063,0.0455,4.31E-05,0.064,0.11,0.516,186.253,3.176216667,Placebo - The Bitter End (Official Music Video),PLACEBO,41383544,204283,0,TRUE,TRUE,82773574,8.218181818,Spotify
Placebo,Special Needs,Sleeping With Ghosts,album,0.3,0.571,-10.152,0.0331,0.00082,0.8,0.0851,0.0413,178.089,5.26645,Placebo - Special Needs (Official Video),PLACEBO,26358859,134816,3040,TRUE,TRUE,59054570,6.709753231,Spotify
Placebo,Song to Say Goodbye,Meds,album,0.435,0.886,-4.749,0.0803,0.0061,0.00482,0.0993,0.44,165.007,3.603116667,Placebo - Song To Say Goodbye (Official Music Video),PLACEBO,23959165,157934,4195,TRUE,TRUE,34965612,8.9224572,Spotify
Placebo,This Picture,Sleeping With Ghosts,album,0.461,0.91,-7.198,0.0359,8.58E-05,0.0471,0.0863,0.615,155.697,3.581783333,Placebo - This Picture (Official Music Video),PLACEBO,16403557,81154,2265,TRUE,TRUE,40257171,10.54461182,Spotify
Placebo,Pure Morning,Without You I'm Nothing,album,0.348,0.898,-6.835,0.0701,0.0367,3.73E-05,0.11,0.2,81.268,4.246,Placebo - Pure Morning (Official Music Video),PLACEBO,15797812,115526,3339,TRUE,TRUE,0,8.163636364,Youtube
Placebo,Special K,Black Market Music,album,0.397,0.942,-2.53,0.0869,0.000227,0.24,0.14,0.356,158.993,3.871783333,Placebo - Special K (Official Video),PLACEBO,8637951,47637,1343,TRUE,TRUE,26557485,6.728571429,Spotify
Placebo,Where Is My Mind? - XFM Live Version,Covers,album,0.371,0.636,-6.303,0.0301,7.59E-05,0.00757,0.349,0.193,155.466,3.742666667,Placebo - Where Is My Mind? (XFM Live Version) (Official Audio),PLACEBO,147854,2070,26,TRUE,TRUE,20351218,1.82234957,Spotify
Placebo,Beautiful James,Never Let Me Go,album,0.408,0.891,-7.094,0.0505,3.51E-05,0.000517,0.11,0.196,167.996,4.142383333,Placebo - Beautiful James (Official Visualiser),PLACEBO,5130949,73618,4460,FALSE,FALSE,18307837,8.1,Spotify
Tom Morello,GOSSIP (feat. Tom Morello),RUSH!,album,0.704,0.819,-2.974,0.0626,0.00176,0,0.094,0.914,139.921,2.804666667,Måneskin - GOSSIP ft. Tom Morello,ManeskinVEVO,4371473,167466,5705,TRUE,TRUE,16908763,8.712765957,Spotify
Tom Morello,Let’s Get The Party Started (feat. Bring Me The Horizon),The Atlas Underground Fire,album,0.339,0.849,-3.972,0.0928,0.0011,0,0.189,0.395,176.04,3.542866667,Tom Morello - Let's Get The Party Started (ft. Bring Me The Horizon) [Official Lyric Video],Tom Morello,2326310,54937,1429,TRUE,TRUE,13339249,4.492063492,Spotify
Tom Morello,Hold The Line (feat. grandson),The Atlas Underground Fire,album,0.556,0.93,-6.1,0.119,0.00134,0.0251,0.758,0.608,160.068,3.202516667,Tom Morello - Hold The Line (feat. grandson) [Official Video],Tom Morello,729295,23925,1411,TRUE,TRUE,4719616,1.226912929,Spotify
Tom Morello,Wild Child (with Tom Morello),Strange Days,album,0.229,0.888,-2.641,0.097,0.00258,1.67E-06,0.365,0.268,156.254,3.714883333,"The Struts, Tom Morello - Wild Child (Audio)",TheStrutsVEVO,275652,5260,258,TRUE,TRUE,7108601,2.432876712,Spotify
Tom Morello,Human (feat. Barns Courtney),The Atlas Underground Flood,album,0.511,0.854,-4.563,0.132,0.00434,3.17E-06,0.362,0.495,129.899,3.0732,Tom Morello - Human feat. Barns Courtney (Official Lyric Video),Tom Morello,130232,3319,214,TRUE,TRUE,4327317,2.359116022,Spotify
Tom Morello,This Train is Bound for Glory,Woody Guthrie: At 100! (Live At The Kennedy Center),compilation,0.392,0.942,-8.62,0.559,0.158,4.48E-05,0.802,0.582,174.311,3.697116667,"""This Train Is Bound For Glory""- Mumford and Sons, Edward Sharpe - The Old Crow Medicine Show",André Camargo,7140612,37433,1857,FALSE,FALSE,12606792,1.174563591,Spotify
Tom Morello,Lightning Over Mexico,The Catastrophists EP,single,0.427,0.843,-4.797,0.0618,0.00402,0.00605,0.0945,0.284,81.618,4.195116667,Tom Morello & The Bloody Beetroots - Lightning Over Mexico (Official Lyric Video),Tom Morello,148394,3985,179,FALSE,TRUE,2377978,8.920634921,Spotify
Tom Morello,Highway to Hell (feat. Bruce Springsteen & Eddie Vedder),The Atlas Underground Fire,album,0.552,0.892,-3.277,0.109,0.0038,0,0.0749,0.354,116.046,3.52695,Tom Morello - Highway To Hell (ft. Bruce Springsteen & Eddie Vedder) [Official Audio],Tom Morello,598658,10540,812,TRUE,TRUE,4613428,11.90921228,Spotify
Tom Morello,This Land is Your Land,Woody Guthrie: At 100! (Live At The Kennedy Center),compilation,0.26,0.82,-8.387,0.216,0.309,1.65E-05,0.975,0.637,173.314,4.92,This Land Is Your Land,Tom Morello - Topic,30290,528,7,TRUE,TRUE,5994971,0.841025641,Spotify
Tom Morello,Can't Stop The Bleeding (feat. Gary Clark Jr. & Gramatik),Can't Stop The Bleeding (feat. Gary Clark Jr. & Gramatik),single,0.523,0.896,-3.221,0.138,0.00283,0.0315,0.183,0.639,188.137,4.6383,Tom Morello - Can't Stop The Bleeding (feat. Gary Clark Jr. & Gramatik),Tom Morello,1131475,27192,616,TRUE,TRUE,0,4.896174863,Youtube
Nine Inch Nails,Closer,The Downward Spiral,album,0.547,0.714,-8.628,0.044,0.000242,0.636,0.122,0.541,89.996,6.216666667,Nine inch nails - Closer (HQ- high quality) music video,bazzy3000,930,32,0,FALSE,FALSE,194379950,5.852459016,Spotify
Nine Inch Nails,The Hand That Feeds,With Teeth,album,0.587,0.99,-4.496,0.0783,0.0172,0.000668,0.104,0.486,127.992,3.528,Nine Inch Nails - The Hand That Feeds,NineInchNailsVEVO,28537614,185808,7319,TRUE,TRUE,95955017,9.519230769,Spotify
Nine Inch Nails,Head Like A Hole,Pretty Hate Machine,album,0.666,0.798,-11.26,0.0477,0.00848,0.00186,0.585,0.442,115.382,4.994666667,Nine Inch Nails - Head Like A Hole,NineInchNailsVEVO,19129592,171826,8955,TRUE,TRUE,52149261,1.364102564,Spotify
Nine Inch Nails,Hurt,The Downward Spiral,album,0.49,0.158,-18.148,0.04,0.773,0.0227,0.121,0.0826,79.833,6.26555,Nine Inch Nails   Hurt official video ,Cesar Garate,1741215,17827,1147,FALSE,FALSE,79183801,1.305785124,Spotify
Nine Inch Nails,We're In This Together,The Fragile,album,0.551,0.683,-7.308,0.0345,0.000297,0.305,0.105,0.179,100.03,7.266666667,Nine Inch Nails - We're In This Together,NineInchNailsVEVO,16838532,118909,7217,TRUE,TRUE,20882890,6.504761905,Spotify
Nine Inch Nails,Wish,Broken,single,0.516,0.989,-7.206,0.0754,0.000407,0.355,0.697,0.149,135.053,3.778883333,Nine Inch Nails - Wish,NineInchNailsVEVO,8960350,66719,4261,TRUE,TRUE,14351384,1.418938307,Spotify
Nine Inch Nails,The Perfect Drug,Lost Highway,compilation,0.627,0.883,-8.988,0.0947,0.0207,0.00346,0.323,0.252,149.024,5.257333333,Nine Inch Nails - The Perfect Drug,NineInchNailsVEVO,4749528,74051,4067,TRUE,TRUE,22086219,2.73374613,Spotify
Nine Inch Nails,Every Day Is Exactly The Same,With Teeth,album,0.607,0.941,-6.163,0.0486,0.0217,0.071,0.119,0.414,144.04,4.914883333,NIN - Every Day is Exactly the Same,G F,5794519,48915,2793,FALSE,FALSE,34345200,7.907563025,Spotify
Nine Inch Nails,Only,With Teeth,album,0.7,0.807,-5.711,0.029,0.000576,0.00488,0.0996,0.963,112.15,4.384883333,Nine Inch Nails - Only (Dirty)(Official Video),NineInchNailsVEVO,12116450,95881,4293,TRUE,TRUE,24182016,8.102409639,Spotify
Nine Inch Nails,Terrible Lie,Pretty Hate Machine,album,0.61,0.605,-12.484,0.0419,0.000925,0.157,0.344,0.458,87.953,4.647783333,Nine Inch Nails - Terrible Lie - 8/13/1994 - Woodstock 94 (Official),NineInchNails on MV,855489,9703,894,TRUE,TRUE,16887791,1.75872093,Spotify
Patricio Rey y sus Redonditos de Ricota,Un Poco de Amor Francés,La Mosca y la Sopa,album,0.532,0.776,-7.873,0.03,0.024,0.000419,0.358,0.667,137.736,3.436666667,Un poco de amor francés - Estadio Único de La Plata - Indio en Concierto [2008] Full HD,Indio Solari Oficial,8626670,34777,527,TRUE,TRUE,56682638,2.167597765,Spotify
Patricio Rey y sus Redonditos de Ricota,Un Ángel para Tu Soledad,Lobo Suelto,album,0.635,0.682,-7.072,0.0262,0.0304,1.90E-05,0.09,0.712,134.97,3.858883333,Un ángel para tu soledad - Estadio Único de La Plata - Indio en Concierto [2008] Full HD,Indio Solari Oficial,11107521,34087,762,TRUE,TRUE,50380292,7.577777778,Spotify
Patricio Rey y sus Redonditos de Ricota,Esa Estrella Era Mi Lujo,¡Bang! ¡Bang!... Estás Liquidado,album,0.518,0.806,-6.57,0.0291,0.00683,0.00462,0.065,0.662,129.465,2.936216667,Los Redondos - Esa Estrella era mi Lujo,Jorge Penzo,15306684,27045,2141,FALSE,FALSE,35286878,12.4,Spotify
Patricio Rey y sus Redonditos de Ricota,Tarea Fina,La Mosca y la Sopa,album,0.436,0.797,-6.763,0.0641,0.0092,0.00539,0.602,0.71,126.949,3.717333333,Tarea Fina - Los redondos,Lucas,14838879,26386,1265,FALSE,FALSE,34015360,1.323920266,Spotify
Patricio Rey y sus Redonditos de Ricota,Yo Caníbal,Cordero Atado,album,0.566,0.738,-6.682,0.0451,0.0734,0.000119,0.0431,0.821,80.475,2.947333333,"01) Yo caníbal (Lobo suelto - Cordero atado, Vol. 2) - Los Redondos (HD - subtitulado)",Redondos Subtitulados,11565541,31391,790,FALSE,FALSE,22874721,17.12296984,Spotify
Patricio Rey y sus Redonditos de Ricota,Ji Ji Ji,Oktubre,album,0.476,0.706,-10.136,0.217,0.0047,0.000118,0.267,0.488,169.491,5.576666667,0,0,0,0,0,0,0,34924995,2.644194757,Spotify
Patricio Rey y sus Redonditos de Ricota,El Pibe de los Astilleros,La Mosca y la Sopa,album,0.618,0.699,-5.696,0.0275,0.0109,0.00022,0.26,0.61,112.33,3.54,07) El pibe de los astilleros (La Mosca y la Sopa) - Los Redondos (HD - subtitulado),Redondos Subtitulados,18319691,43967,1036,FALSE,FALSE,41244848,2.688461538,Spotify
