Transaction_ID,User_ID,Recharge_Type,Amount,Date,Payment_Status,Reason
RCG_E9D8B60818D2,PP0011319,Cable TV,1108.42,2024-01-02,Successful,Successful
RCG_F2A7E595BE83,PP0004835,Mobile Recharge,634.83,2024-05-16,Successful,Successful
RCG_8C3F3A582180,PP1094103,DTH,121.5,2024-03-20,Successful,Successful
RCG_7BF37E1DF00C,PP0021794,DTH,1865.9,2024-06-14,Successful,Successful
RCG_92A88C953032,PP1054204,DTH,1641.01,2024-05-07,Successful,Successful
RCG_1927BC07CA06,PP0025625,Electricity Bill,1076.44,2024-05-30,Successful,Successful
RCG_64860BB8F5A4,PP1049379,Cable TV,659.81,2024-12-21,Successful,Successful
RCG_A34CA071B207,PP1068642,Mobile Recharge,347.23,2024-11-29,Successful,Successful
RCG_5F17575D253A,PP1084160,DTH,993.67,2024-06-22,Successful,Successful
RCG_8269C86E52A2,PP1107017,Mobile Recharge,842.69,2024-01-26,Successful,Successful
RCG_B07D6847B412,PP1065756,Cable TV,1623.03,2024-05-26,Successful,Successful
RCG_F229E72B0F66,PP0041913,Electricity Bill,1720.24,2024-02-24,Successful,Successful
RCG_C4F5D95D43FF,PP0015731,Electricity Bill,1998.61,2024-10-31,Successful,Successful
RCG_2840A62234D2,PP1104217,Electricity Bill,219.78,2024-04-09,Successful,Successful
RCG_AF9E3084710C,PP0030918,Cable TV,204.88,2024-07-11,Successful,Successful
RCG_EA4A69EDBDCB,PP0007784,Cable TV,919.82,2024-06-25,Successful,Successful
RCG_4DAAA0575E8D,PP1091700,Cable TV,533.61,2024-12-15,Successful,Successful
RCG_A8305C75D64D,PP0000133,Mobile Recharge,1543.15,2024-11-12,Successful,Successful
RCG_B4F50B90E290,PP0040053,Electricity Bill,329.71,2024-10-04,Successful,Successful
RCG_DFB1FB40B63B,PP1098386,DTH,644.03,2024-01-22,Successful,Successful
RCG_E7B164306753,PP0039525,DTH,72.37,2024-03-21,Successful,Successful
RCG_B1859E1179AA,PP0032516,Cable TV,1178.27,2024-02-11,Successful,Successful
RCG_44D4BD37CF92,PP1072768,Mobile Recharge,1991.98,2024-04-01,Successful,Successful
RCG_CE3D708C5E17,PP0016659,DTH,1629.51,2024-11-04,Successful,Successful
RCG_2EF9C0068522,PP0020984,Cable TV,1826.53,2024-08-03,Successful,Successful
RCG_C0E115B333EB,PP0000760,Mobile Recharge,310.18,2024-08-28,Successful,Successful
RCG_CD2E2673BB67,PP0030006,Electricity Bill,1458.94,2024-05-02,Successful,Successful
RCG_E78142241C1E,PP1094048,DTH,1606.34,2024-01-16,Successful,Successful
RCG_EB8BADF92A0E,PP0043850,Mobile Recharge,1684.71,2024-03-30,Successful,Successful
RCG_05F7540FD936,PP0004815,Cable TV,1432.23,2024-05-31,Successful,Successful
RCG_0DB27D4F9742,PP0040294,DTH,1086.34,2024-03-25,Successful,Successful
RCG_FEAB8C17575C,PP1066974,Electricity Bill,75.45,2024-10-04,Successful,Successful
RCG_03C5042F6B4A,PP1064041,Electricity Bill,265.59,2024-04-09,Successful,Successful
RCG_E460BDB13C1A,PP1100330,Cable TV,428.22,2024-11-19,Successful,Successful
RCG_8974030F1FB3,PP0010377,Cable TV,156.33,2024-06-25,Successful,Successful
RCG_00F0B70EAC04,PP1096277,Mobile Recharge,1512.47,2024-04-06,Successful,Successful
RCG_813FDFF4D291,PP1070449,Cable TV,1546.14,2024-11-28,Successful,Successful
RCG_E5951DC2DB50,PP1101177,Cable TV,608.06,2024-10-07,Successful,Successful
RCG_E5B5987021E7,PP1050316,Mobile Recharge,1120.94,2024-08-29,Successful,Successful
RCG_811467EAE719,PP1102526,Electricity Bill,1594.79,2024-01-01,Successful,Successful
RCG_6B0A1427FD56,PP0040500,Electricity Bill,1324.93,2024-04-04,Successful,Successful
RCG_05738E901284,PP0048630,Cable TV,1381.98,2024-05-08,Successful,Successful
RCG_1B89331E57BE,PP1101789,Electricity Bill,1349.54,2024-08-04,Successful,Successful
RCG_FBE009AF1DDC,PP1079258,Cable TV,25.73,2024-02-03,Successful,Successful
RCG_D0A3C6DABCB6,PP0015149,DTH,1195.95,2024-02-03,Successful,Successful
RCG_1CB8392E6D54,PP1054682,DTH,1793.85,2024-04-13,Successful,Successful
RCG_FEC1CF570825,PP0022712,Mobile Recharge,1540.17,2024-09-03,Successful,Successful
RCG_9EC0B26ED42E,PP1085065,Electricity Bill,1146.75,2024-09-08,Successful,Successful
RCG_3C6E1CC44E03,PP0003191,Cable TV,477.34,2024-07-13,Successful,Successful
RCG_2980AEF1B3E4,PP0036980,DTH,1211.19,2024-01-10,Successful,Successful
RCG_56C22B9AB7E5,PP1066878,Cable TV,678.01,2024-07-09,Successful,Successful
RCG_664DDFE91187,PP1102472,DTH,565.46,2024-11-20,Successful,Successful
RCG_257CE298D589,PP0023987,Electricity Bill,1027.3,2024-07-08,Successful,Successful
RCG_C68D568683CF,PP1093353,Electricity Bill,264.12,2024-11-19,Successful,Successful
RCG_E831FCD0FE51,PP0007961,Electricity Bill,564.87,2024-09-12,Successful,Successful
RCG_D89A5AA2A40D,PP1078011,DTH,1102.06,2024-10-16,Successful,Successful
RCG_9BB0219FDF25,PP0035828,Mobile Recharge,1489.82,2024-04-21,Successful,Successful
RCG_85A5935E36A8,PP0025108,Electricity Bill,1737.3,2024-06-27,Successful,Successful
RCG_F5EA3E099BBC,PP1100264,Cable TV,828.92,2024-07-28,Successful,Successful
RCG_B548CF62F3B0,PP1091065,Cable TV,975.4,2024-04-09,Successful,Successful
RCG_94ED0C9A1984,PP1099086,Electricity Bill,1976.06,2024-08-08,Successful,Successful
RCG_DE85D7898B1D,PP1065448,Cable TV,1927.64,2024-06-24,Successful,Successful
RCG_3C23B11D7A6D,PP1050562,Cable TV,1827.7,2024-05-03,Failed,Insufficient amount
RCG_83EFFD2341EF,PP0021485,Cable TV,839.68,2024-03-15,Successful,Successful
RCG_45317047660D,PP1071766,DTH,586.1,2024-09-28,Successful,Successful
RCG_5A22A5F82390,PP1092364,DTH,410.84,2024-06-14,Successful,Successful
RCG_014CA7F3EC35,PP0021727,Electricity Bill,112.8,2024-04-11,Successful,Successful
RCG_B425A0C7B10C,PP1098746,DTH,102.84,2024-07-24,Successful,Successful
RCG_95F2CD324FA6,PP1055920,Electricity Bill,569.49,2024-05-05,Successful,Successful
RCG_141DAEF9B424,PP0018071,DTH,500.4,2024-09-23,Successful,Successful
RCG_C32380DA92FF,PP1088153,Cable TV,605.5,2024-06-11,Successful,Successful
RCG_889E17B9804D,PP0044938,Electricity Bill,1105.12,2024-07-08,Successful,Successful
RCG_BD121BE0E760,PP1095941,Cable TV,978.15,2024-09-28,Successful,Successful
RCG_31469CDCD5DB,PP1072417,Cable TV,1670.09,2024-01-12,Successful,Successful
RCG_29BF7DF92F21,PP1062118,Electricity Bill,1531.12,2024-03-12,Successful,Successful
RCG_F655EC22880D,PP1056953,Electricity Bill,104.19,2024-07-28,Successful,Successful
RCG_6762FE0546E2,PP1082643,DTH,1715.3,2024-06-29,Successful,Successful
RCG_D93001B7C26E,PP0026238,Electricity Bill,1508.56,2024-06-19,Successful,Successful
RCG_E98C08427163,PP0015584,Mobile Recharge,451.63,2024-04-18,Successful,Successful
RCG_3093FDBC9CB8,PP1051896,DTH,965.74,2024-09-29,Successful,Successful
RCG_5361ECC35B22,PP1050383,DTH,1807.03,2024-06-14,Successful,Successful
RCG_CA9BC1458C00,PP0035352,Cable TV,1859.74,2024-02-25,Successful,Successful
RCG_567839C744A0,PP1092593,Mobile Recharge,1794.39,2024-06-12,Successful,Successful
RCG_5932F35BC8C5,PP1082966,Cable TV,1303.73,2024-05-11,Successful,Successful
RCG_912C4DFFEED7,PP1098192,Mobile Recharge,1727.98,2024-08-24,Successful,Successful
RCG_018F0372A0AC,PP0014172,Cable TV,1975.31,2024-10-12,Successful,Successful
RCG_043C0D7E39D1,PP1086854,Cable TV,1631.7,2024-03-01,Successful,Successful
RCG_B7B8A982455B,PP0032831,DTH,1399.35,2024-04-16,Successful,Successful
RCG_7F3E0FAFDF59,PP1060535,Cable TV,185.65,2024-09-22,Successful,Successful
RCG_C875BB5C8890,PP1104112,DTH,1276.18,2024-04-09,Successful,Successful
RCG_BF5E81F1CA02,PP0042529,Electricity Bill,1900.75,2024-06-29,Successful,Successful
RCG_B17B69D4B666,PP0015156,DTH,1898.95,2024-06-08,Successful,Successful
RCG_5C1D3773E6C0,PP0020796,Electricity Bill,1838.72,2024-03-31,Successful,Successful
RCG_E3835E21E525,PP0004736,Electricity Bill,654.26,2024-01-30,Successful,Successful
RCG_05C8EBCDC467,PP0046876,Electricity Bill,1190.39,2024-04-19,Successful,Successful
RCG_31F0472F7A3C,PP0042975,Cable TV,809.85,2024-06-30,Successful,Successful
RCG_94BFB1F0CF9F,PP1071398,Electricity Bill,1413.34,2024-08-04,Successful,Successful
RCG_A654F849CB18,PP0028597,Mobile Recharge,995.05,2024-03-09,Successful,Successful
RCG_D89E49684359,PP0037366,Mobile Recharge,1543.01,2024-07-17,Successful,Successful
RCG_2F7A0BFDE75F,PP1082638,Cable TV,717.81,2024-09-13,Successful,Successful
RCG_D73B319A35E0,PP0049884,Mobile Recharge,1155.73,2024-04-12,Successful,Successful
RCG_A7FF830A351E,PP1051918,Electricity Bill,1746.7,2024-07-14,Failed,Server error
RCG_16F021B1ABCE,PP1081348,Cable TV,52.24,2024-10-20,Successful,Successful
RCG_E298DA89C65F,PP1057858,DTH,47.5,2024-08-06,Successful,Successful
RCG_08B00A657360,PP1068628,Mobile Recharge,426.32,2024-06-22,Failed,Insufficient amount
RCG_D526EBEEA1DB,PP1069043,DTH,1208.37,2024-10-08,Failed,Server error
RCG_65C7931369A6,PP1101035,Cable TV,1933.57,2024-07-08,Successful,Successful
RCG_C4921C4A9E57,PP0030463,DTH,660.98,2024-08-05,Successful,Successful
RCG_D7DB878A3214,PP0012228,Electricity Bill,528.47,2024-02-18,Successful,Successful
RCG_9AF2CE2DC54B,PP1070752,DTH,677.93,2024-04-24,Successful,Successful
RCG_D8D7F6C62635,PP1080750,Electricity Bill,330.7,2024-02-24,Successful,Successful
RCG_4FEE8F1E6EB6,PP0023242,Electricity Bill,487.92,2024-12-17,Failed,Server error
RCG_B1CD5F21BAEA,PP1087620,Cable TV,485.23,2024-02-14,Successful,Successful
RCG_FECFF749E9A1,PP0039991,Electricity Bill,855.67,2024-02-17,Successful,Successful
RCG_4E712788B7CA,PP1097106,Mobile Recharge,1061.04,2024-10-12,Successful,Successful
RCG_7DDFE8D512FF,PP0019012,Electricity Bill,1592.62,2024-02-29,Successful,Successful
RCG_99ACDE518045,PP0027931,Mobile Recharge,1655.07,2024-11-25,Successful,Successful
RCG_73CC5A0BC2A7,PP1096639,Cable TV,85.89,2024-05-06,Successful,Successful
RCG_057EB650918D,PP0004714,DTH,521.68,2024-03-22,Successful,Successful
RCG_1CD06EAECE9E,PP0033601,Mobile Recharge,458.77,2024-10-07,Successful,Successful
RCG_0F2CB7C51F2B,PP1063049,Cable TV,622.45,2024-11-07,Successful,Successful
RCG_636371391259,PP1087965,Cable TV,243.31,2024-03-03,Successful,Successful
RCG_5B6928328778,PP0042958,DTH,1207.22,2024-11-17,Successful,Successful
RCG_BED58C727BA1,PP1086680,Electricity Bill,1504,2024-12-30,Successful,Successful
RCG_171251B4144E,PP0006255,Mobile Recharge,1005.85,2024-10-17,Successful,Successful
RCG_D0D7920BBA6F,PP1077778,DTH,975.71,2024-12-09,Successful,Successful
RCG_47B0B6CDFB73,PP0002419,Electricity Bill,140.23,2024-01-31,Successful,Successful
RCG_F1440A958BA8,PP1106599,Electricity Bill,1029.99,2024-03-05,Successful,Successful
RCG_F166F1F4106F,PP0031649,DTH,1187.98,2024-04-30,Successful,Successful
RCG_2A587F0042BB,PP1086372,Mobile Recharge,1939,2024-10-11,Successful,Successful
RCG_95F43EA0A9A4,PP0010234,Electricity Bill,52.99,2024-07-06,Successful,Successful
RCG_25D44B841319,PP1072855,Mobile Recharge,859.99,2024-05-10,Successful,Successful
RCG_2205E66BCACA,PP1054162,DTH,418.64,2024-02-12,Successful,Successful
RCG_B24D48AB6170,PP0038443,Electricity Bill,1538.59,2024-04-20,Successful,Successful
RCG_627E4A1D176A,PP0023316,Cable TV,1045.93,2024-05-26,Successful,Successful
RCG_CF5CB0E9E1BE,PP0010744,Electricity Bill,1242.45,2024-06-16,Successful,Successful
RCG_94CE2DC93E6E,PP0048328,Cable TV,1099.01,2024-02-29,Successful,Successful
RCG_F538AD2EE0CF,PP1083275,Electricity Bill,1220.14,2024-01-02,Successful,Successful
RCG_83B983D92831,PP1050581,DTH,1683.56,2024-04-12,Successful,Successful
RCG_7A056F8B4C35,PP1055510,Electricity Bill,258.79,2024-01-08,Successful,Successful
RCG_9BBC135DC69D,PP1088651,Electricity Bill,241.89,2024-01-28,Successful,Successful
RCG_12C075C63FBC,PP1077673,DTH,1927.78,2024-05-29,Successful,Successful
RCG_546393349E12,PP0011693,DTH,891,2024-05-11,Successful,Successful
RCG_7DDE83CEA139,PP1091250,Cable TV,1572.76,2024-07-26,Successful,Successful
RCG_BEF97C1A79DD,PP0046026,DTH,1365.02,2024-11-27,Successful,Successful
RCG_BBBC542F9FB1,PP1095514,Mobile Recharge,613.27,2024-08-30,Successful,Successful
RCG_871E3C101FD6,PP1078363,Electricity Bill,1717.24,2024-09-20,Successful,Successful
RCG_A21A0DFFFDC8,PP0049610,Mobile Recharge,1886.72,2024-08-04,Successful,Successful
RCG_5F3168032A0B,PP1103824,DTH,928.81,2024-06-10,Successful,Successful
RCG_3772DDE04F2C,PP1097227,DTH,1695.49,2024-03-11,Successful,Successful
RCG_2077DB100CD2,PP0013093,DTH,343.03,2024-10-12,Successful,Successful
RCG_E8461F85ED8E,PP1098874,Mobile Recharge,407.74,2024-10-04,Successful,Successful
RCG_675ED0BA7D73,PP0044606,Cable TV,825.11,2024-04-20,Successful,Successful
RCG_F8CC3204E7FB,PP1067372,Mobile Recharge,1702.51,2024-11-06,Successful,Successful
RCG_7BA2C0A71C4A,PP0027248,Electricity Bill,1426.02,2024-05-31,Successful,Successful
RCG_AC103DEA9D7C,PP1069777,DTH,109.03,2024-06-06,Successful,Successful
RCG_477D6CA9544F,PP0032247,DTH,644.76,2024-04-03,Successful,Successful
RCG_D90D5DD93A71,PP0008746,Mobile Recharge,1126.8,2024-01-05,Successful,Successful
RCG_0A5B84D24563,PP0027036,DTH,1642.45,2024-05-07,Successful,Successful
RCG_3C9DAC4BB8E7,PP1058409,Cable TV,284.07,2024-12-26,Successful,Successful
RCG_E2F1790196B1,PP0028685,DTH,1170.58,2024-10-28,Successful,Successful
RCG_318BEF384894,PP1083382,Cable TV,71.51,2024-02-05,Successful,Successful
RCG_104322C8BB2A,PP1094734,Cable TV,145.4,2024-05-22,Successful,Successful
RCG_E2D25F376AF2,PP0035689,Cable TV,124.92,2024-06-04,Successful,Successful
RCG_291929D95C53,PP1069459,Cable TV,54.18,2024-05-08,Successful,Successful
RCG_6CF7F270E243,PP0002775,Electricity Bill,687.33,2024-11-11,Successful,Successful
RCG_61FF4B79C68D,PP0038997,Cable TV,1879.18,2024-02-21,Successful,Successful
RCG_4D99853FEE3E,PP1067775,Electricity Bill,1767.77,2024-11-01,Successful,Successful
RCG_D77F6006247E,PP1067510,DTH,1404.07,2024-02-11,Successful,Successful
RCG_0EE1369CDDC6,PP1106077,Mobile Recharge,1905.19,2024-10-09,Successful,Successful
RCG_F6C6D3549C7D,PP1050162,DTH,1022.16,2024-12-02,Successful,Successful
RCG_E6DFB50D11FC,PP1094183,Mobile Recharge,1897.23,2024-03-30,Successful,Successful
RCG_FC3DA7A3C9F3,PP0045979,Cable TV,582.89,2024-01-01,Successful,Successful
RCG_7E6B25A87BA2,PP1087623,Cable TV,390.19,2024-02-08,Successful,Successful
RCG_5527AAE6B56D,PP1086974,Electricity Bill,349.86,2024-04-11,Successful,Successful
RCG_1906A17F58A9,PP1078821,Mobile Recharge,741.5,2024-02-25,Successful,Successful
RCG_1D9512C6568F,PP1096185,Cable TV,1983.01,2024-06-21,Successful,Successful
RCG_4D57B1FB5549,PP0019448,Mobile Recharge,1672.95,2024-11-19,Successful,Successful
RCG_15270CFD063E,PP1089053,Mobile Recharge,1009.36,2024-12-18,Successful,Successful
RCG_D72CC299DBED,PP0031049,Cable TV,587.43,2024-07-05,Successful,Successful
RCG_E7317E831AEE,PP1081872,Electricity Bill,1180.04,2024-06-05,Successful,Successful
RCG_D7D08282C317,PP1063981,Electricity Bill,1462.67,2024-10-16,Successful,Successful
RCG_E5980C03D5F6,PP0044506,Mobile Recharge,230.83,2024-06-27,Successful,Successful
RCG_5EF27A517047,PP1056480,DTH,1608.51,2024-08-28,Successful,Successful
RCG_FC69E9ACEFC4,PP0007261,Mobile Recharge,1836.74,2024-12-07,Successful,Successful
RCG_5E68EE2ECD80,PP1095301,DTH,1306.34,2024-03-28,Successful,Successful
RCG_775895201D4A,PP1097446,DTH,1502.73,2024-03-01,Successful,Successful
RCG_A4C052DE6469,PP0001143,Electricity Bill,958.04,2024-05-12,Successful,Successful
RCG_8CB9A514D874,PP0015053,Cable TV,1939.27,2024-04-23,Successful,Successful
RCG_70EBCC06B0E0,PP1050370,DTH,1925.67,2024-04-09,Successful,Successful
RCG_0D0EC1BAA11E,PP1099662,Mobile Recharge,603.32,2024-04-28,Successful,Successful
RCG_B7A5577A6580,PP1051458,Mobile Recharge,1656.19,2024-09-07,Successful,Successful
RCG_AE2AAE8562B9,PP0023718,DTH,1668.1,2024-06-09,Successful,Successful
RCG_340349908A29,PP1069506,Mobile Recharge,669.38,2024-08-20,Successful,Successful
RCG_3892509F1363,PP0024910,DTH,526.67,2024-08-18,Successful,Successful
RCG_1C85ED67D960,PP1075312,DTH,1502.89,2024-02-13,Successful,Successful
RCG_AB3207B865AF,PP0002781,DTH,1998.72,2024-11-16,Successful,Successful
RCG_FCC48BDEBCF8,PP0034779,Cable TV,537.26,2024-11-02,Successful,Successful
RCG_4A4C143DC7DD,PP0029520,Mobile Recharge,412.99,2024-04-28,Successful,Successful
RCG_544D10E47399,PP1105519,Cable TV,674.74,2024-06-12,Successful,Successful
RCG_55F36ED285D0,PP1096565,Electricity Bill,1700.56,2024-05-05,Successful,Successful
RCG_97D0A16E4885,PP1068807,Mobile Recharge,26.77,2024-07-15,Successful,Successful
RCG_517DBD3B01FA,PP1058388,Electricity Bill,63.25,2024-10-17,Successful,Successful
RCG_46B12F40EA31,PP0011869,DTH,272.68,2024-08-30,Successful,Successful
RCG_47C3EE2B3A70,PP1084545,Cable TV,88.98,2024-09-30,Successful,Successful
RCG_9A7F36ACA7E7,PP1081061,DTH,1625.51,2024-04-12,Successful,Successful
RCG_7D971495932C,PP0018293,Electricity Bill,1230.25,2024-08-19,Successful,Successful
RCG_33E202354762,PP1103489,Mobile Recharge,20.18,2024-07-20,Successful,Successful
RCG_4BB96C3F5F90,PP1105342,DTH,104.51,2024-06-27,Failed,Insufficient amount
RCG_5F0976AE45FD,PP1097272,DTH,315.48,2024-12-05,Successful,Successful
RCG_7CDDA9EE8D84,PP0032780,Cable TV,1601.72,2024-06-06,Successful,Successful
RCG_8DE0AEF62E62,PP1071645,Mobile Recharge,1073.39,2024-01-13,Successful,Successful
RCG_5FA7535CC278,PP1086920,Mobile Recharge,1261.18,2024-01-21,Successful,Successful
RCG_7081DC374EF4,PP1077827,Mobile Recharge,1280.66,2024-09-29,Successful,Successful
RCG_3DA6C85F9A8F,PP1106703,Cable TV,1249.47,2024-07-01,Successful,Successful
RCG_AFAD0BBF3845,PP0017371,Electricity Bill,1245.12,2024-06-29,Successful,Successful
RCG_0E1E29B9ADCB,PP1093197,Cable TV,629,2024-11-18,Successful,Successful
RCG_7D1AE6953E5C,PP0044709,DTH,649.52,2024-01-21,Successful,Successful
RCG_199ED1CEECEA,PP1078495,Electricity Bill,341.7,2024-04-05,Failed,Insufficient amount
RCG_201B50FECABC,PP0011536,DTH,1988.34,2024-10-20,Successful,Successful
RCG_357ED1D7A5BB,PP1064548,Cable TV,784.29,2024-01-18,Successful,Successful
RCG_9FEB04FBAE30,PP0001981,Electricity Bill,1615.8,2024-07-17,Successful,Successful
RCG_91407E618EBA,PP1103072,Cable TV,164.68,2024-10-24,Successful,Successful
RCG_396649CA9E45,PP0015142,DTH,522.08,2024-02-22,Successful,Successful
RCG_CECBF72213DA,PP1073530,DTH,1585.73,2024-01-06,Successful,Successful
RCG_C4AB9DD2EE4F,PP1066425,Mobile Recharge,469.15,2024-03-10,Successful,Successful
RCG_781C5E1E2C90,PP1092996,Cable TV,1573.1,2024-12-26,Successful,Successful
RCG_EF6CD0741590,PP0035579,DTH,196.08,2024-02-28,Successful,Successful
RCG_A374DAA80317,PP1083345,Electricity Bill,1678.46,2024-01-09,Successful,Successful
RCG_FB0515ED6DD0,PP1061306,Cable TV,65.37,2024-10-30,Successful,Successful
RCG_91EDC6C0947C,PP1063077,DTH,1483.63,2024-08-28,Successful,Successful
RCG_D0B7CF066636,PP1061469,DTH,1679.54,2024-03-09,Successful,Successful
RCG_8E8446BF3054,PP0013947,Cable TV,914.28,2024-06-12,Successful,Successful
RCG_7686B2F6858B,PP1095512,Electricity Bill,571.88,2024-12-24,Successful,Successful
RCG_A2EB46CE3AC7,PP0033334,DTH,1358.4,2024-02-14,Successful,Successful
RCG_6E8F231B1420,PP1054149,Mobile Recharge,1535.09,2024-10-31,Successful,Successful
RCG_009B2EA6AB80,PP0012894,Electricity Bill,1018.31,2024-05-27,Successful,Successful
RCG_9E4C5E41AA54,PP0033463,Mobile Recharge,1367.91,2024-08-13,Successful,Successful
RCG_35A04AA50E58,PP0034916,Mobile Recharge,642.27,2024-06-04,Successful,Successful
RCG_5473983D2C27,PP1051484,Mobile Recharge,1843.91,2024-06-11,Successful,Successful
RCG_FA5242CF1035,PP1093427,DTH,799.97,2024-12-07,Successful,Successful
RCG_EF97F2C83F19,PP0049684,Cable TV,822.96,2024-06-14,Successful,Successful
RCG_84B7184A5D28,PP1093436,Mobile Recharge,1524.98,2024-11-06,Successful,Successful
RCG_B6CC4D6B9C53,PP1049707,DTH,746.94,2024-05-07,Successful,Successful
RCG_F8C8CF85E1B0,PP1070308,Cable TV,749.18,2024-01-31,Successful,Successful
RCG_DFD1D028CFCF,PP1104282,Mobile Recharge,1483.65,2024-01-09,Successful,Successful
RCG_1F9F9C0E8AB8,PP0004463,Mobile Recharge,1345.34,2024-04-07,Successful,Successful
RCG_52F58052C6B4,PP1060944,Mobile Recharge,791.92,2024-11-11,Successful,Successful
RCG_631E8DE7AF20,PP1105463,Cable TV,1183.13,2024-12-26,Failed,Insufficient amount
RCG_181C41AADD0D,PP0013090,Mobile Recharge,1473.63,2024-01-10,Successful,Successful
RCG_955B731F58FB,PP0041784,Cable TV,356.53,2024-12-10,Successful,Successful
RCG_70FD7338FF93,PP1071705,Electricity Bill,577.15,2024-09-11,Successful,Successful
RCG_10FDD850EDD7,PP1104280,Electricity Bill,1366.26,2024-07-18,Successful,Successful
RCG_14D3631EB95E,PP0001068,Cable TV,1239.26,2024-09-04,Successful,Successful
RCG_CEC39B903FA7,PP1051793,Mobile Recharge,1542.94,2024-08-30,Successful,Successful
RCG_593E6CB2B229,PP0038994,Cable TV,549.18,2024-04-11,Failed,Server error
RCG_6B0371A2365C,PP1073090,DTH,1122.16,2024-01-08,Successful,Successful
RCG_6BB1F71B1EC9,PP1077305,Cable TV,1290.59,2024-03-22,Successful,Successful
RCG_198FD4FE273E,PP1077974,Cable TV,118.19,2024-12-02,Successful,Successful
RCG_C1AD39B75AAE,PP1083380,Cable TV,152.7,2024-03-24,Successful,Successful
RCG_A8566BA95035,PP1080423,Mobile Recharge,1100.87,2024-12-03,Successful,Successful
RCG_840A89F8BB11,PP0040115,Cable TV,1340.67,2024-06-21,Successful,Successful
RCG_D29514C78C74,PP1059883,DTH,1088.8,2024-10-15,Successful,Successful
RCG_E0103B13CC27,PP0007709,DTH,501.01,2024-07-15,Successful,Successful
RCG_166698870CDC,PP0001891,Mobile Recharge,1474.07,2024-12-29,Successful,Successful
RCG_3FED69A052D7,PP1103057,Cable TV,625.43,2024-01-11,Successful,Successful
RCG_A17135B75590,PP0007566,DTH,1151.03,2024-08-09,Successful,Successful
RCG_AF32DC67795E,PP0014741,DTH,1392.58,2024-09-11,Successful,Successful
RCG_12B4241E03FB,PP1074851,Mobile Recharge,1487.3,2024-08-18,Successful,Successful
RCG_B88312215CDD,PP1067399,Mobile Recharge,377.24,2024-03-24,Successful,Successful
RCG_74CCAD6704CD,PP0034280,DTH,449.62,2024-11-10,Successful,Successful
RCG_49D8CD7A1A17,PP1057471,Electricity Bill,1718.09,2024-08-08,Successful,Successful
RCG_2C3E1E4E48FD,PP1056043,Electricity Bill,852.48,2024-12-01,Successful,Successful
RCG_EBC537DF7D63,PP1057806,Electricity Bill,1728.87,2024-03-12,Successful,Successful
RCG_6E334D9D5B7B,PP0047870,Mobile Recharge,1770.91,2024-10-23,Successful,Successful
RCG_C8945B2C1F5C,PP1100971,Cable TV,557.7,2024-06-04,Successful,Successful
RCG_42551C5EEBDC,PP0021778,Electricity Bill,1139.87,2024-05-04,Successful,Successful
RCG_18F799C749B9,PP1068518,DTH,1913.67,2024-05-10,Successful,Successful
RCG_16CB10B850B3,PP1056022,DTH,1577.12,2024-08-28,Failed,Insufficient amount
RCG_9D40F86B618B,PP0047860,Cable TV,1825.16,2024-07-15,Successful,Successful
RCG_91E8F8CE899D,PP1074616,Cable TV,1624.33,2024-03-26,Successful,Successful
RCG_4024530C1D3D,PP1058083,DTH,701.45,2024-10-21,Successful,Successful
RCG_BC909F8E67C8,PP0046160,Mobile Recharge,527.87,2024-04-23,Successful,Successful
RCG_009AE8EB8E78,PP1062004,Mobile Recharge,1665.44,2024-03-09,Successful,Successful
RCG_DD0C5931F94D,PP0017209,Cable TV,390.76,2024-07-06,Successful,Successful
RCG_1E35085BDA3C,PP0035858,DTH,468.1,2024-11-15,Successful,Successful
RCG_427BD934B357,PP1080651,Mobile Recharge,1943.34,2024-06-27,Failed,Wrong PIN
RCG_AC5C6AB57F8C,PP1052151,Mobile Recharge,541.91,2024-06-08,Successful,Successful
RCG_8B3D8670328B,PP1106751,Electricity Bill,167.16,2024-02-23,Successful,Successful
RCG_920399B96FD0,PP0030924,DTH,490.37,2024-08-06,Successful,Successful
RCG_22761DD14EC8,PP0032797,Mobile Recharge,1510.02,2024-07-03,Successful,Successful
RCG_678CD463E0EF,PP0017294,Cable TV,1003.44,2024-12-30,Successful,Successful
RCG_637F3E3D1D32,PP1080068,Mobile Recharge,1520.31,2024-01-15,Successful,Successful
RCG_D793593BF28A,PP1065463,Mobile Recharge,1711.09,2024-05-02,Successful,Successful
RCG_B37B09F35387,PP1084693,Cable TV,802.14,2024-01-29,Successful,Successful
RCG_29B6FEE31AB4,PP0004067,DTH,1556.03,2024-03-09,Successful,Successful
RCG_88471D8B0012,PP0045283,Mobile Recharge,911.73,2024-02-22,Successful,Successful
RCG_CF4A82B41422,PP0027435,Cable TV,1216.93,2024-06-01,Successful,Successful
RCG_E5D660157B5A,PP0000348,Cable TV,65.49,2024-12-24,Successful,Successful
RCG_5A43714D3D5F,PP0020231,Electricity Bill,1553.12,2024-03-24,Successful,Successful
RCG_796741B85F9B,PP0033744,Electricity Bill,1903.17,2024-12-05,Successful,Successful
RCG_9D50444F0B12,PP1093793,Mobile Recharge,1753.9,2024-06-14,Successful,Successful
RCG_ADB727A6D217,PP1069410,Mobile Recharge,341.73,2024-02-19,Successful,Successful
RCG_014EE8903351,PP1062489,Mobile Recharge,472.69,2024-07-17,Successful,Successful
