transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
404,2/13/2023,19:55:00,59,Male,46,Electronics,2,500,160,1000
395,12/1/2022,15:00:00,76,Male,50,Electronics,2,500,175,1000
393,10/19/2022,18:52:00,85,Female,22,Beauty,2,500,595,1000
382,7/14/2023,21:20:00,29,Female,53,Clothing,2,500,245,1000
352,7/28/2023,17:55:00,54,Male,57,Electronics,2,500,175,1000
346,9/5/2022,6:54:00,38,Male,59,Clothing,2,500,215,1000
299,1/25/2023,20:03:00,76,Male,61,Electronics,2,500,230,1000
297,9/12/2022,21:09:00,70,Female,40,Electronics,2,500,595,1000
275,3/5/2023,11:34:00,2,Male,43,Clothing,2,500,260,1000
274,4/14/2023,7:12:00,4,Female,23,Clothing,2,500,150,1000
256,1/9/2022,8:05:00,3,Male,23,Clothing,2,500,270,1000
237,4/11/2022,8:54:00,105,Female,50,Beauty,2,500,165,1000
235,3/10/2022,10:13:00,132,Female,23,Electronics,2,500,275,1000
203,3/12/2023,21:33:00,4,Male,56,Clothing,2,500,175,1000
161,7/1/2023,6:58:00,104,Male,64,Beauty,2,500,195,1000
153,11/19/2023,15:52:00,62,Male,63,Electronics,2,500,195,1000
137,9/10/2022,20:42:00,66,Male,46,Beauty,2,500,125,1000
117,8/4/2023,11:38:00,8,Male,19,Electronics,2,500,230,1000
104,6/9/2022,22:58:00,129,Female,34,Beauty,2,500,190,1000
97,11/26/2022,18:17:00,112,Female,51,Beauty,2,500,555,1000
94,3/13/2023,22:39:00,5,Female,47,Beauty,2,500,250,1000
49,9/17/2022,10:33:00,37,Female,54,Electronics,2,500,255,1000
26,10/14/2023,17:54:00,51,Female,28,Electronics,2,500,600,1000
2,6/24/2022,10:07:00,104,Female,26,Clothing,2,500,135,1000
1987,5/26/2023,18:18:00,2,Female,30,Clothing,3,300,129,900
1969,3/5/2023,19:34:00,4,Female,40,Clothing,3,300,126,900
1968,9/21/2022,19:09:00,75,Female,48,Clothing,3,300,153,900
1964,8/2/2022,8:27:00,115,Male,24,Clothing,3,300,111,900
1954,10/29/2023,17:30:00,93,Female,50,Electronics,3,300,318,900
1950,12/4/2022,19:23:00,50,Male,36,Clothing,3,300,84,900
1923,4/3/2022,17:38:00,74,Male,32,Beauty,3,300,159,900
1911,12/13/2023,18:33:00,4,Male,42,Electronics,3,300,75,900
1891,12/22/2023,6:11:00,81,Male,41,Electronics,3,300,105,900
1886,7/26/2023,11:51:00,1,Male,37,Electronics,3,300,147,900
1827,11/9/2022,20:02:00,62,Male,61,Beauty,3,300,132,900
1806,6/14/2023,10:13:00,61,Female,35,Beauty,3,300,102,900
1788,5/3/2022,20:35:00,98,Female,52,Beauty,3,300,150,900
1782,4/7/2023,20:23:00,116,Male,59,Clothing,3,300,141,900
1766,11/22/2022,6:08:00,6,Male,38,Electronics,3,300,129,900
1727,8/8/2023,21:06:00,72,Male,55,Beauty,3,300,75,900
1722,1/30/2022,20:38:00,22,Male,20,Beauty,3,300,159,900
1708,2/8/2022,7:47:00,41,Female,43,Beauty,3,300,162,900
1690,9/5/2023,17:36:00,101,Female,52,Clothing,3,300,369,900
1680,9/3/2023,17:12:00,72,Female,53,Clothing,3,300,324,900
1678,9/16/2022,13:44:00,99,Female,60,Electronics,3,300,102,900
1635,4/17/2023,18:08:00,36,Female,63,Electronics,3,300,159,900
1624,11/18/2022,20:48:00,121,Female,34,Beauty,3,300,363,900
1590,8/10/2023,9:39:00,142,Male,36,Clothing,3,300,147,900
1582,10/17/2023,19:12:00,56,Male,35,Clothing,3,300,114,900
1567,4/7/2023,17:10:00,76,Female,25,Clothing,3,300,162,900
1551,11/12/2023,22:36:00,84,Male,45,Electronics,3,300,81,900
1550,9/30/2022,13:11:00,73,Male,40,Clothing,3,300,147,900
1540,10/12/2023,16:51:00,115,Female,46,Electronics,3,300,147,900
1515,2/4/2023,21:49:00,107,Female,49,Clothing,3,300,135,900
1509,11/25/2022,20:40:00,67,Female,37,Electronics,3,300,129,900
1491,5/26/2023,22:14:00,107,Female,60,Electronics,3,300,129,900
1488,11/12/2022,19:24:00,9,Female,51,Electronics,3,300,126,900
1472,12/18/2023,15:22:00,74,Female,38,Beauty,3,300,150,900
1457,3/25/2023,21:31:00,140,Female,58,Beauty,3,300,108,900
1435,10/27/2022,13:31:00,61,Female,30,Beauty,3,300,114,900
1430,10/31/2023,18:25:00,22,Female,43,Electronics,3,300,132,900
1417,12/26/2022,17:43:00,54,Male,43,Electronics,3,300,147,900
1409,11/22/2023,12:15:00,102,Female,21,Electronics,3,300,138,900
1407,4/10/2022,19:41:00,54,Female,46,Electronics,3,300,120,900
1334,9/21/2022,20:37:00,60,Male,31,Electronics,3,300,366,900
1323,8/15/2022,10:49:00,136,Female,29,Beauty,3,300,114,900
1295,11/4/2023,19:28:00,86,Female,27,Beauty,3,300,81,900
1265,11/5/2022,14:35:00,86,Male,55,Clothing,3,300,111,900
1264,5/27/2022,9:23:00,82,Male,47,Clothing,3,300,123,900
1248,9/8/2022,8:20:00,68,Male,26,Clothing,3,300,111,900
1243,12/8/2023,17:11:00,4,Female,47,Electronics,3,300,138,900
1198,8/7/2022,10:43:00,147,Female,54,Beauty,3,300,159,900
1196,12/31/2022,21:18:00,93,Female,32,Clothing,3,300,306,900
1183,12/28/2022,17:10:00,54,Female,43,Beauty,3,300,342,900
1180,1/6/2022,8:53:00,85,Male,41,Clothing,3,300,129,900
1171,10/5/2022,21:05:00,87,Female,52,Clothing,3,300,84,900
1154,12/16/2023,21:44:00,29,Male,51,Electronics,3,300,291,900
1133,3/5/2022,6:42:00,58,Male,20,Electronics,3,300,159,900
1110,10/26/2022,19:14:00,62,Male,27,Clothing,3,300,114,900
1056,4/17/2022,19:46:00,54,Female,26,Clothing,3,300,114,900
1048,7/12/2023,19:14:00,3,Male,54,Electronics,3,300,93,900
1042,2/11/2022,6:21:00,7,Male,22,Clothing,3,300,150,900
1036,8/17/2022,18:03:00,121,Male,52,Beauty,3,300,117,900
1035,4/26/2023,21:56:00,52,Female,58,Beauty,3,300,105,900
1030,11/27/2022,18:02:00,96,Female,39,Beauty,3,300,309,900
1020,11/22/2022,18:30:00,86,Male,22,Clothing,3,300,300,900
987,11/8/2023,18:45:00,1,Female,30,Clothing,3,300,165,900
969,11/27/2023,11:47:00,2,Female,40,Clothing,3,300,84,900
968,12/18/2023,20:34:00,101,Female,48,Clothing,3,300,120,900
964,8/26/2022,8:18:00,15,Male,24,Clothing,3,300,156,900
954,9/5/2023,21:03:00,87,Female,50,Electronics,3,300,321,900
950,9/22/2022,21:27:00,75,Male,36,Clothing,3,300,144,900
923,6/10/2023,17:20:00,62,Male,32,Beauty,3,300,165,900
911,7/15/2023,17:29:00,3,Male,42,Electronics,3,300,84,900
891,1/9/2023,6:43:00,24,Male,41,Electronics,3,300,99,900
886,12/11/2023,11:25:00,4,Male,37,Electronics,3,300,165,900
827,10/28/2023,19:24:00,96,Male,61,Beauty,3,300,165,900
806,1/22/2023,8:08:00,14,Female,35,Beauty,3,300,165,900
788,6/20/2022,18:54:00,90,Female,52,Beauty,3,300,105,900
782,4/13/2022,21:51:00,71,Male,59,Clothing,3,300,150,900
766,1/4/2022,8:02:00,128,Male,38,Electronics,3,300,165,900
727,11/15/2023,18:37:00,32,Male,55,Beauty,3,300,105,900
722,2/24/2023,18:35:00,25,Male,20,Beauty,3,300,162,900
708,4/6/2022,8:38:00,62,Female,43,Beauty,3,300,87,900
690,12/19/2023,18:39:00,91,Female,52,Clothing,3,300,324,900
680,12/1/2022,22:04:00,110,Female,53,Clothing,3,300,330,900
678,11/17/2022,15:55:00,70,Female,60,Electronics,3,300,144,900
635,12/4/2022,21:03:00,89,Female,63,Electronics,3,300,129,900
624,2/5/2022,19:08:00,48,Female,34,Beauty,3,300,342,900
590,5/4/2023,11:52:00,151,Male,36,Clothing,3,300,135,900
582,9/30/2022,21:38:00,110,Male,35,Clothing,3,300,75,900
567,5/8/2023,19:53:00,5,Female,25,Clothing,3,300,144,900
551,3/21/2023,22:45:00,99,Male,45,Electronics,3,300,141,900
550,9/27/2023,16:58:00,80,Male,40,Clothing,3,300,90,900
540,12/22/2022,16:17:00,79,Female,46,Electronics,3,300,87,900
515,2/13/2022,20:47:00,71,Female,49,Clothing,3,300,75,900
509,7/10/2023,19:35:00,70,Female,37,Electronics,3,300,141,900
491,12/30/2023,21:11:00,4,Female,60,Electronics,3,300,78,900
488,7/5/2022,17:28:00,26,Female,51,Electronics,3,300,123,900
472,10/30/2023,15:23:00,95,Female,38,Beauty,3,300,162,900
457,11/28/2022,22:49:00,38,Female,58,Beauty,3,300,147,900
435,12/15/2023,13:41:00,113,Female,30,Beauty,3,300,108,900
430,5/23/2023,18:36:00,100,Female,43,Electronics,3,300,153,900
417,10/1/2023,22:03:00,109,Male,43,Electronics,3,300,162,900
409,12/17/2023,12:30:00,55,Female,21,Electronics,3,300,87,900
407,7/16/2022,22:17:00,117,Female,46,Electronics,3,300,138,900
334,10/16/2022,20:37:00,103,Male,31,Electronics,3,300,360,900
323,1/21/2022,8:22:00,97,Female,29,Beauty,3,300,150,900
295,2/1/2022,20:23:00,80,Female,27,Beauty,3,300,105,900
265,11/24/2022,12:12:00,80,Male,55,Clothing,3,300,132,900
264,12/26/2022,11:03:00,111,Male,47,Clothing,3,300,150,900
248,7/2/2022,7:11:00,5,Male,26,Clothing,3,300,126,900
243,6/24/2023,18:02:00,5,Female,47,Electronics,3,300,156,900
198,5/21/2022,11:42:00,30,Female,54,Beauty,3,300,114,900
196,12/29/2023,19:14:00,43,Female,32,Clothing,3,300,312,900
183,9/1/2022,19:22:00,28,Female,43,Beauty,3,300,375,900
180,11/5/2022,10:47:00,117,Male,41,Clothing,3,300,129,900
171,10/14/2022,20:10:00,109,Female,52,Clothing,3,300,126,900
154,12/24/2022,17:47:00,24,Male,51,Electronics,3,300,321,900
133,6/23/2022,9:01:00,70,Male,20,Electronics,3,300,87,900
110,11/18/2022,17:28:00,149,Male,27,Clothing,3,300,99,900
56,12/27/2022,19:37:00,97,Female,26,Clothing,3,300,120,900
48,10/6/2023,17:34:00,2,Male,54,Electronics,3,300,123,900
42,12/8/2022,8:29:00,63,Male,22,Clothing,3,300,147,900
36,2/22/2023,22:06:00,40,Male,52,Beauty,3,300,144,900
35,10/29/2022,17:30:00,122,Female,58,Beauty,3,300,126,900
30,10/10/2023,20:05:00,59,Female,39,Beauty,3,300,285,900
20,12/12/2023,21:35:00,85,Male,22,Clothing,3,300,345,900
1976,10/15/2023,21:10:00,108,Female,48,Beauty,2,300,360,600
1899,5/3/2023,21:03:00,51,Male,26,Clothing,2,300,99,600
1842,10/4/2022,14:03:00,84,Female,47,Clothing,2,300,75,600
1838,6/28/2023,17:06:00,4,Male,47,Electronics,2,300,102,600
1702,7/31/2023,21:54:00,102,Female,60,Clothing,2,300,87,600
1649,10/21/2022,7:44:00,72,Female,58,Clothing,2,300,75,600
1637,10/25/2022,20:50:00,97,Male,43,Clothing,2,300,297,600
1610,11/23/2022,10:18:00,1,Female,26,Beauty,2,300,102,600
1594,10/1/2023,19:02:00,31,Female,19,Electronics,2,300,345,600
1543,10/3/2022,22:40:00,73,Male,49,Beauty,2,300,123,600
1508,4/8/2022,20:32:00,90,Male,58,Beauty,2,300,81,600
1496,9/3/2022,15:05:00,110,Male,23,Clothing,2,300,120,600
1464,11/13/2022,10:06:00,80,Male,38,Electronics,2,300,126,600
1443,6/18/2022,19:37:00,81,Male,29,Clothing,2,300,147,600
1440,9/1/2023,19:20:00,86,Male,64,Clothing,2,300,354,600
1403,3/25/2023,18:20:00,4,Male,32,Clothing,2,300,162,600
1402,6/24/2023,6:47:00,110,Female,41,Clothing,2,300,156,600
1398,7/19/2023,17:20:00,1,Female,48,Clothing,2,300,120,600
1392,9/12/2022,12:28:00,70,Male,27,Clothing,2,300,90,600
1386,12/19/2023,14:06:00,110,Female,54,Electronics,2,300,81,600
1380,2/9/2023,19:45:00,3,Male,56,Electronics,2,300,159,600
1373,10/2/2023,20:26:00,64,Female,25,Beauty,2,300,294,600
1348,10/25/2023,17:21:00,79,Female,35,Electronics,2,300,87,600
1302,12/21/2022,17:55:00,20,Male,57,Beauty,2,300,102,600
1291,4/4/2022,11:19:00,72,Male,60,Clothing,2,300,153,600
1290,12/30/2022,22:40:00,66,Female,30,Beauty,2,300,318,600
1233,10/1/2023,16:20:00,79,Female,51,Beauty,2,300,117,600
1221,9/14/2023,22:57:00,5,Male,39,Beauty,2,300,114,600
1158,2/24/2022,9:29:00,77,Female,44,Electronics,2,300,138,600
1136,7/2/2023,8:41:00,93,Male,44,Electronics,2,300,81,600
1131,12/31/2022,19:16:00,130,Female,21,Beauty,2,300,336,600
1129,9/8/2023,21:46:00,1,Female,21,Beauty,2,300,156,600
1101,5/17/2022,7:47:00,15,Male,32,Clothing,2,300,132,600
1096,12/1/2022,14:49:00,82,Female,44,Clothing,2,300,138,600
1009,9/22/2023,14:18:00,88,Male,63,Electronics,2,300,78,600
976,10/8/2023,19:50:00,56,Female,48,Beauty,2,300,345,600
899,5/22/2023,21:34:00,147,Male,26,Clothing,2,300,153,600
842,11/28/2022,14:13:00,71,Female,47,Clothing,2,300,105,600
838,9/30/2023,21:20:00,1,Male,47,Electronics,2,300,153,600
702,3/3/2023,17:18:00,66,Female,60,Clothing,2,300,78,600
649,6/21/2022,8:17:00,44,Female,58,Clothing,2,300,135,600
637,12/2/2022,18:54:00,21,Male,43,Clothing,2,300,321,600
610,12/18/2022,6:56:00,137,Female,26,Beauty,2,300,93,600
594,9/7/2023,21:49:00,72,Female,19,Electronics,2,300,291,600
543,4/16/2022,20:30:00,121,Male,49,Beauty,2,300,75,600
508,7/5/2023,22:52:00,32,Male,58,Beauty,2,300,123,600
496,12/12/2022,13:07:00,91,Male,23,Clothing,2,300,141,600
464,3/6/2022,11:13:00,24,Male,38,Electronics,2,300,75,600
443,9/19/2023,20:25:00,98,Male,29,Clothing,2,300,114,600
440,11/22/2023,20:15:00,110,Male,64,Clothing,2,300,348,600
403,4/22/2023,19:31:00,5,Male,32,Clothing,2,300,78,600
402,7/12/2023,8:45:00,63,Female,41,Clothing,2,300,135,600
398,2/23/2023,21:17:00,5,Female,48,Clothing,2,300,114,600
392,12/21/2022,13:11:00,77,Male,27,Clothing,2,300,78,600
386,10/23/2022,13:20:00,77,Female,54,Electronics,2,300,153,600
380,8/30/2023,22:26:00,2,Male,56,Electronics,2,300,102,600
373,9/23/2022,22:19:00,78,Female,25,Beauty,2,300,333,600
348,10/17/2022,20:20:00,83,Female,35,Electronics,2,300,147,600
302,2/9/2023,17:51:00,26,Male,57,Beauty,2,300,135,600
291,11/22/2022,8:29:00,15,Male,60,Clothing,2,300,126,600
290,12/8/2023,21:39:00,86,Female,30,Beauty,2,300,342,600
233,9/3/2022,13:09:00,81,Female,51,Beauty,2,300,132,600
221,11/27/2023,21:01:00,3,Male,39,Beauty,2,300,111,600
158,1/21/2022,11:38:00,141,Female,44,Electronics,2,300,132,600
136,12/26/2023,8:59:00,25,Male,44,Electronics,2,300,141,600
131,9/29/2023,22:32:00,44,Female,21,Beauty,2,300,375,600
129,4/17/2023,17:42:00,1,Female,21,Beauty,2,300,75,600
101,1/8/2022,8:46:00,24,Male,32,Clothing,2,300,135,600
96,11/22/2023,14:10:00,62,Female,44,Clothing,2,300,84,600
9,12/2/2022,13:12:00,85,Male,63,Electronics,2,300,78,600
1984,9/9/2023,20:10:00,126,Male,56,Clothing,1,500,530,500
1937,9/7/2022,17:57:00,52,Female,62,Beauty,1,500,620,500
1934,9/8/2022,17:06:00,69,Male,30,Beauty,1,500,150,500
1914,11/5/2023,17:49:00,70,Female,59,Electronics,1,500,510,500
1904,11/25/2022,19:41:00,117,Male,28,Clothing,1,500,220,500
1883,9/20/2023,17:54:00,3,Male,40,Electronics,1,500,200,500
1867,5/16/2023,19:55:00,144,Male,21,Electronics,1,500,190,500
1864,4/30/2023,21:00:00,112,Female,51,Electronics,1,500,190,500
1845,5/24/2022,7:06:00,94,Male,,Clothing,1,500,185,500
1818,9/20/2023,17:29:00,4,Male,30,Electronics,1,500,150,500
1814,9/7/2022,17:53:00,43,Female,59,Clothing,1,500,620,500
1784,12/28/2023,20:58:00,100,Female,34,Electronics,1,500,500,500
1781,10/13/2022,12:22:00,55,Male,35,Beauty,1,500,225,500
1761,12/9/2023,18:46:00,72,Female,33,Clothing,1,500,200,500
1760,8/23/2023,7:26:00,44,Male,27,Beauty,1,500,230,500
1721,1/21/2023,22:42:00,3,Female,52,Clothing,1,500,215,500
1717,1/12/2023,9:40:00,21,Male,57,Clothing,1,500,175,500
1714,11/23/2022,6:07:00,111,Female,18,Clothing,1,500,245,500
1707,9/17/2023,18:35:00,144,Female,26,Clothing,1,500,535,500
1697,12/18/2022,8:22:00,54,Male,53,Clothing,1,500,265,500
1667,7/4/2022,19:09:00,40,Female,29,Electronics,1,500,125,500
1655,5/28/2023,17:57:00,8,Female,55,Clothing,1,500,125,500
1638,8/13/2022,18:26:00,37,Male,46,Electronics,1,500,155,500
1612,12/18/2022,21:14:00,140,Female,61,Electronics,1,500,230,500
1570,6/15/2023,22:32:00,109,Male,49,Clothing,1,500,170,500
1541,10/2/2023,22:17:00,57,Male,56,Beauty,1,500,195,500
1539,12/6/2022,21:52:00,96,Male,25,Beauty,1,500,170,500
1537,11/29/2022,17:57:00,116,Female,21,Beauty,1,500,140,500
1531,9/22/2022,13:19:00,56,Male,31,Electronics,1,500,250,500
1408,8/28/2023,8:17:00,2,Female,64,Beauty,1,500,250,500
1394,4/17/2022,20:06:00,14,Female,27,Clothing,1,500,250,500
1384,12/17/2023,20:23:00,106,Male,55,Clothing,1,500,260,500
1364,9/23/2023,17:04:00,72,Female,19,Beauty,1,500,250,500
1355,9/17/2023,13:19:00,107,Female,55,Electronics,1,500,155,500
1353,9/4/2023,21:59:00,3,Male,31,Electronics,1,500,235,500
1337,7/21/2023,19:56:00,2,Male,38,Clothing,1,500,225,500
1322,11/14/2022,9:56:00,10,Male,51,Electronics,1,500,250,500
1319,11/25/2023,17:17:00,76,Male,31,Clothing,1,500,585,500
1283,10/14/2023,20:15:00,1,Female,18,Electronics,1,500,130,500
1279,4/21/2022,22:55:00,116,Male,50,Clothing,1,500,170,500
1254,4/12/2023,18:24:00,86,Male,41,Electronics,1,500,180,500
1238,9/17/2022,7:38:00,129,Female,39,Beauty,1,500,165,500
1220,6/29/2022,11:16:00,47,Male,64,Beauty,1,500,240,500
1130,2/20/2023,9:03:00,28,Female,57,Clothing,1,500,180,500
1128,1/4/2022,17:35:00,60,Male,25,Beauty,1,500,135,500
1105,11/12/2022,19:09:00,19,Female,22,Electronics,1,500,270,500
1091,7/15/2023,8:46:00,139,Female,55,Electronics,1,500,235,500
1088,9/14/2023,7:00:00,6,Male,56,Clothing,1,500,155,500
1028,3/9/2023,18:09:00,1,Female,43,Beauty,1,500,250,500
1021,6/11/2022,10:19:00,44,Female,50,Beauty,1,500,155,500
1004,1/11/2023,21:46:00,2,Male,37,Clothing,1,500,230,500
984,11/20/2023,19:29:00,83,Male,56,Clothing,1,500,480,500
937,10/18/2022,19:57:00,50,Female,62,Beauty,1,500,510,500
934,11/22/2022,18:20:00,111,Male,30,Beauty,1,500,240,500
914,9/7/2022,22:25:00,83,Female,59,Electronics,1,500,510,500
904,4/1/2022,20:26:00,43,Male,28,Clothing,1,500,160,500
883,8/20/2023,20:43:00,5,Male,40,Electronics,1,500,245,500
867,7/24/2022,22:40:00,152,Male,21,Electronics,1,500,185,500
864,7/31/2023,22:16:00,139,Female,51,Electronics,1,500,215,500
845,10/27/2022,10:12:00,25,Male,,Clothing,1,500,145,500
818,5/29/2023,18:56:00,4,Male,30,Electronics,1,500,265,500
814,10/1/2022,20:33:00,96,Female,59,Clothing,1,500,540,500
784,10/18/2023,22:44:00,71,Female,34,Electronics,1,500,610,500
781,10/19/2022,16:52:00,106,Male,35,Beauty,1,500,225,500
761,11/14/2022,22:16:00,64,Female,33,Clothing,1,500,275,500
760,6/26/2023,7:59:00,14,Male,27,Beauty,1,500,125,500
721,6/23/2023,17:10:00,5,Female,52,Clothing,1,500,145,500
717,11/30/2023,8:15:00,8,Male,57,Clothing,1,500,190,500
714,10/29/2022,8:50:00,20,Female,18,Clothing,1,500,190,500
707,10/23/2023,20:34:00,117,Female,26,Clothing,1,500,580,500
697,12/25/2022,7:52:00,152,Male,53,Clothing,1,500,200,500
667,12/1/2022,18:46:00,22,Female,29,Electronics,1,500,190,500
655,10/31/2022,18:43:00,19,Female,55,Clothing,1,500,210,500
638,1/10/2023,19:52:00,154,Male,46,Electronics,1,500,190,500
612,2/23/2022,19:06:00,77,Female,61,Electronics,1,500,235,500
570,6/9/2022,22:53:00,91,Male,49,Clothing,1,500,185,500
541,12/25/2022,18:37:00,39,Male,56,Beauty,1,500,215,500
539,11/30/2023,18:13:00,135,Male,25,Beauty,1,500,205,500
537,10/1/2023,18:07:00,98,Female,21,Beauty,1,500,275,500
531,10/8/2022,12:30:00,105,Male,31,Electronics,1,500,275,500
408,12/22/2023,8:18:00,4,Female,64,Beauty,1,500,140,500
394,8/19/2022,19:27:00,105,Female,27,Clothing,1,500,165,500
384,4/10/2022,19:53:00,127,Male,55,Clothing,1,500,145,500
364,6/7/2022,19:06:00,98,Female,19,Beauty,1,500,200,500
355,9/23/2022,13:42:00,96,Female,55,Electronics,1,500,260,500
353,3/18/2023,21:35:00,5,Male,31,Electronics,1,500,270,500
337,8/22/2023,17:56:00,1,Male,38,Clothing,1,500,275,500
322,10/19/2022,6:11:00,13,Male,51,Electronics,1,500,125,500
319,11/7/2022,18:50:00,145,Male,31,Clothing,1,500,500,500
283,6/1/2023,20:08:00,3,Female,18,Electronics,1,500,165,500
279,8/10/2023,17:29:00,38,Male,50,Clothing,1,500,210,500
254,12/14/2022,22:45:00,104,Male,41,Electronics,1,500,165,500
238,5/10/2022,11:52:00,20,Female,39,Beauty,1,500,150,500
220,5/7/2022,6:44:00,138,Male,64,Beauty,1,500,140,500
130,6/19/2023,6:21:00,114,Female,57,Clothing,1,500,125,500
128,12/21/2022,22:22:00,77,Male,25,Beauty,1,500,180,500
105,6/18/2023,18:05:00,82,Female,22,Electronics,1,500,230,500
91,4/14/2023,6:31:00,152,Female,55,Electronics,1,500,235,500
88,2/16/2023,8:31:00,122,Male,56,Clothing,1,500,185,500
28,12/11/2023,22:34:00,3,Female,43,Beauty,1,500,150,500
21,7/11/2022,7:33:00,59,Female,50,Beauty,1,500,275,500
4,8/27/2023,18:12:00,3,Male,37,Clothing,1,500,200,500
1983,12/21/2022,21:38:00,114,Female,29,Clothing,1,300,303,300
1947,3/5/2022,6:27:00,134,Male,50,Beauty,1,300,75,300
1939,10/31/2022,13:30:00,74,Female,46,Electronics,1,300,135,300
1925,12/21/2023,17:05:00,81,Male,25,Electronics,1,300,366,300
1909,10/22/2022,19:41:00,17,Male,26,Electronics,1,300,339,300
1905,8/29/2023,6:07:00,26,Male,58,Beauty,1,300,102,300
1881,7/11/2023,17:23:00,5,Male,22,Electronics,1,300,147,300
1868,12/6/2022,16:23:00,78,Female,25,Electronics,1,300,138,300
1865,11/18/2022,14:52:00,107,Female,42,Clothing,1,300,156,300
1852,10/11/2023,18:09:00,109,Female,41,Clothing,1,300,333,300
1826,12/30/2022,22:05:00,104,Female,46,Clothing,1,300,297,300
1821,10/3/2022,7:17:00,42,Male,49,Electronics,1,300,108,300
1795,12/29/2023,18:50:00,86,Male,57,Electronics,1,300,105,300
1794,12/22/2022,19:40:00,26,Female,60,Beauty,1,300,351,300
1783,9/5/2023,16:37:00,52,Female,56,Clothing,1,300,135,300
1741,9/2/2023,20:47:00,70,Male,48,Clothing,1,300,132,300
1725,5/16/2022,21:02:00,109,Male,61,Electronics,1,300,105,300
1698,4/7/2022,21:50:00,146,Female,64,Electronics,1,300,105,300
1687,2/17/2023,22:27:00,102,Female,53,Electronics,1,300,81,300
1674,11/22/2023,9:21:00,1,Female,38,Clothing,1,300,123,300
1641,9/1/2022,17:41:00,65,Female,40,Electronics,1,300,165,300
1625,9/27/2023,16:36:00,52,Male,31,Clothing,1,300,147,300
1602,12/1/2022,15:17:00,86,Female,20,Electronics,1,300,126,300
1596,3/28/2022,6:22:00,7,Female,64,Electronics,1,300,141,300
1568,10/9/2022,22:34:00,51,Female,51,Electronics,1,300,336,300
1555,12/19/2022,18:54:00,55,Male,25,Beauty,1,300,312,300
1523,12/31/2023,20:40:00,150,Female,62,Electronics,1,300,330,300
1514,7/12/2022,10:55:00,59,Female,18,Electronics,1,300,75,300
1445,4/19/2022,6:16:00,31,Female,53,Electronics,1,300,129,300
1401,10/1/2022,21:20:00,85,Female,62,Clothing,1,300,294,300
1378,4/28/2022,21:56:00,27,Male,50,Beauty,1,300,132,300
1365,11/8/2023,20:22:00,18,Male,31,Clothing,1,300,156,300
1358,5/4/2023,21:40:00,5,Female,32,Beauty,1,300,156,300
1270,8/25/2022,22:54:00,84,Male,43,Electronics,1,300,108,300
1252,12/30/2023,20:18:00,5,Male,54,Electronics,1,300,117,300
1240,8/7/2022,7:42:00,144,Female,23,Beauty,1,300,90,300
1179,12/12/2023,17:28:00,122,Male,31,Electronics,1,300,354,300
1174,5/17/2023,6:55:00,2,Female,39,Beauty,1,300,132,300
1168,7/10/2022,7:56:00,68,Male,53,Clothing,1,300,150,300
1147,11/25/2023,22:14:00,35,Male,23,Electronics,1,300,330,300
1079,8/21/2023,6:45:00,1,Male,34,Beauty,1,300,117,300
1070,7/14/2022,11:12:00,102,Female,43,Clothing,1,300,120,300
1068,9/14/2022,10:11:00,136,Male,25,Electronics,1,300,111,300
1052,2/12/2022,6:12:00,94,Female,36,Beauty,1,300,120,300
1043,11/30/2023,18:10:00,20,Female,48,Clothing,1,300,87,300
1024,12/3/2023,21:51:00,72,Female,49,Clothing,1,300,126,300
983,10/10/2022,20:12:00,61,Female,29,Clothing,1,300,345,300
947,7/31/2022,7:09:00,4,Male,50,Beauty,1,300,129,300
939,11/7/2022,15:28:00,75,Female,46,Electronics,1,300,81,300
925,12/20/2022,17:12:00,54,Male,25,Electronics,1,300,315,300
909,10/29/2023,19:43:00,71,Male,26,Electronics,1,300,288,300
905,10/1/2023,6:27:00,96,Male,58,Beauty,1,300,111,300
881,12/21/2023,20:52:00,4,Male,22,Electronics,1,300,99,300
868,12/4/2023,13:39:00,110,Female,25,Electronics,1,300,111,300
865,12/17/2023,14:49:00,78,Female,42,Clothing,1,300,108,300
852,10/1/2022,19:35:00,82,Female,41,Clothing,1,300,375,300
826,12/24/2022,19:08:00,81,Female,46,Clothing,1,300,303,300
821,11/23/2022,11:27:00,40,Male,49,Electronics,1,300,129,300
795,10/3/2023,19:51:00,71,Male,57,Electronics,1,300,102,300
794,11/2/2022,21:47:00,145,Female,60,Beauty,1,300,315,300
783,11/11/2022,15:37:00,91,Female,56,Clothing,1,300,150,300
741,12/24/2022,22:30:00,53,Male,48,Clothing,1,300,141,300
725,9/21/2023,20:32:00,2,Male,61,Electronics,1,300,153,300
698,3/17/2022,20:56:00,116,Female,64,Electronics,1,300,123,300
687,6/27/2022,17:14:00,86,Female,53,Electronics,1,300,150,300
674,3/30/2023,11:10:00,2,Female,38,Clothing,1,300,84,300
641,12/25/2023,18:30:00,105,Female,40,Electronics,1,300,144,300
625,12/25/2022,13:36:00,68,Male,31,Clothing,1,300,123,300
602,12/12/2023,16:46:00,75,Female,20,Electronics,1,300,96,300
596,2/12/2022,8:44:00,87,Female,64,Electronics,1,300,93,300
568,8/11/2023,20:03:00,32,Female,51,Electronics,1,300,372,300
555,12/14/2022,19:35:00,103,Male,25,Beauty,1,300,360,300
